Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.23,1.27,7.35,0.7,0.0,0.0,0.5,0.0,0.0,0.0
Feb,0.36,0.79,0.0,0.0,0.0,9.94,0.0,0.0,9.13,0.4
Mar,10.43,4.85,21.4,19.63,0.0,8.57,32.49,0.0,9.31,27.3
Apr,164.64,39.34,2.04,81.1,25.76,46.95,65.91,32.84,40.54,23.4
May,118.11,65.45,30.23,146.9,105.97,67.71,102.68,95.84,79.37,134.1
Jun,228.68,239.06,55.1,79.72,84.79,76.17,78.08,93.38,77.38,72.5
Jul,276.33,302.01,70.89,141.1,114.11,103.11,123.51,108.92,107.7,77.1
Aug,188.73,240.5,64.12,205.26,103.81,108.91,110.84,5.8,112.83,114.3
Sep,162.23,134.46,48.02,0.0,114.33,132.41,140.96,118.07,133.51,91.7
Oct,28.03,101.81,45.34,0.0,39.49,94.61,0.0,24.97,99.74,87.9
Nov,39.31,56.91,11.19,19.31,29.91,59.5,8.76,131.75,53.27,26.4
Dec,2.41,10.3,11.75,2.54,5.7,8.12,0.24,4.63,11.63,1.2
