Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,93.2,24.9,5.5,56.81,34.81,28.18,36.71,47.1,24.8,26.5
Feb,35.12,0.85,22.92,25.11,0.0,51.83,18.88,21.54,36.22,20.2
Mar,39.88,27.25,0.0,0.0,30.47,16.66,19.08,24.54,2.15,81.1
Apr,20.25,22.0,4.82,44.59,23.35,16.8,16.32,23.11,0.0,29.5
May,8.26,24.7,30.72,0.0,5.78,15.38,1.8,9.03,3.29,31.5
Jun,275.49,123.29,45.76,49.78,89.75,52.56,66.64,94.77,68.54,161.9
Jul,395.16,305.27,118.89,417.01,328.38,238.11,317.7,166.8,271.02,222.4
Aug,214.22,311.04,125.92,138.34,298.42,257.43,264.67,240.83,270.93,355.2
Sep,130.6,93.54,70.22,30.65,83.29,122.09,77.6,311.47,124.28,39.1
Oct,25.18,2.11,19.26,23.68,0.33,3.75,47.87,0.0,6.41,14.0
Nov,0.0,0.0,0.0,0.0,0.0,9.44,2.69,0.0,24.43,0.2
Dec,0.0,13.05,5.92,12.83,17.1,6.16,17.77,13.9,4.25,0.0
