Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,16.99,19.87,0.0,7.68,10.11,0.44,11.72,17.11,16.52,0.3
Feb,2.65,8.35,3.83,9.85,19.44,18.6,6.02,21.9,20.62,1.0
Mar,0.0,0.0,15.68,2.9,0.0,8.54,2.56,0.0,0.68,0.0
Apr,1.11,2.11,11.42,2.9,8.87,7.43,3.71,8.16,6.16,13.0
May,2.03,3.76,0.0,11.0,15.23,11.47,11.93,15.15,21.84,8.3
Jun,37.39,46.77,31.42,49.16,93.32,54.11,37.97,92.46,46.93,41.2
Jul,140.7,181.27,95.33,217.08,203.59,157.49,193.17,204.64,171.28,282.3
Aug,300.42,304.49,81.24,187.86,146.27,130.61,170.24,121.93,135.14,239.0
Sep,193.46,177.27,60.7,73.52,127.06,105.15,84.71,138.29,118.92,144.1
Oct,21.65,32.0,14.27,0.87,19.26,22.97,2.7,31.87,31.63,0.0
Nov,0.75,5.35,5.84,34.65,14.71,14.06,28.81,14.64,17.66,0.0
Dec,0.16,8.49,0.0,5.9,6.32,9.49,8.27,14.97,3.54,0.0
