Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,86.88,31.38,0.0,32.25,7.89,6.53,0.0,0.0,8.85,4.6
Feb,11.18,24.56,0.0,7.8,7.47,36.68,6.42,8.01,34.13,3.9
Mar,10.13,14.49,8.4,15.68,0.0,16.7,18.21,3.07,12.96,3.4
Apr,0.0,16.36,0.0,0.0,21.44,1.11,0.07,24.75,8.41,21.6
May,15.45,20.18,0.0,15.49,18.64,0.0,14.11,18.96,15.92,13.7
Jun,164.63,142.1,64.74,152.61,163.42,69.53,153.72,164.45,101.08,119.8
Jul,269.51,309.27,94.42,196.19,295.34,253.98,271.12,196.04,273.97,316.9
Aug,293.4,299.34,94.93,412.9,294.25,279.99,318.28,266.58,281.2,587.4
Sep,245.97,213.94,47.86,460.39,178.35,164.85,152.69,270.5,174.02,200.2
Oct,0.32,34.03,0.0,2.6,0.0,21.72,0.0,0.0,19.96,11.1
Nov,5.63,61.46,6.44,0.52,13.72,13.63,0.0,0.0,17.9,4.9
Dec,9.79,9.26,4.68,11.98,13.48,0.0,28.27,20.62,17.08,0.0
