Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.19,1.78,1.14,10000.0,0.0,6.54,10000.0,0.0,1.0,0.0
Feb,4.82,13.35,2.84,10000.0,6.44,6.92,10000.0,5.66,0.0,0.0
Mar,0.0,15.28,0.0,10000.0,7.12,0.0,10000.0,7.06,1.45,0.0
Apr,2.57,11.44,10.14,10000.0,1.3,8.72,10000.0,0.0,6.05,0.0
May,50.91,38.47,5.61,10000.0,12.62,22.56,10000.0,0.0,23.47,3.0
Jun,137.6,251.28,39.87,95.0,100.82,35.3,128.95,136.05,66.3,59.6
Jul,201.23,215.09,126.99,259.49,500.16,114.0,319.61,1135.06,144.54,228.8
Aug,303.67,308.06,98.85,169.67,160.09,97.4,170.53,133.76,108.3,113.6
Sep,109.05,225.31,67.58,150.27,228.24,84.15,143.85,236.63,102.35,83.5
Oct,124.59,84.99,10.3,12.47,66.79,45.76,40.52,101.21,50.88,0.7
Nov,3.92,14.69,0.0,0.0,32.65,11.59,3.12,2.97,0.0,0.0
Dec,0.0,1.47,6.28,0.0,0.58,0.0,0.0,0.0,1.14,8.0
