Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,5.8,12.68,22.25,44.64,0.0,16.46,21.08,0.0,4.87,0.0
Feb,2.46,9.05,0.0,28.29,0.0,5.83,18.09,0.0,8.93,0.3
Mar,20.86,5.69,24.89,19.36,11.85,0.0,23.24,21.97,8.87,1.3
Apr,39.58,50.01,14.7,32.69,56.22,40.43,83.83,107.69,35.53,196.5
May,70.47,84.33,45.11,120.57,131.08,94.57,152.12,175.34,102.29,140.9
Jun,125.62,153.43,85.07,127.07,142.87,109.09,154.83,240.59,130.63,219.6
Jul,222.0,246.2,70.5,404.22,363.52,282.54,382.93,381.77,299.17,321.9
Aug,364.68,274.23,101.34,227.68,311.03,243.37,301.43,246.14,255.92,404.9
Sep,229.53,225.88,80.43,193.64,200.1,212.19,207.37,190.75,222.23,333.7
Oct,137.11,142.75,23.51,24.42,0.0,135.84,29.84,183.02,144.24,185.5
Nov,2.06,15.1,0.0,0.1,22.89,22.34,11.35,23.04,22.77,0.0
Dec,1.46,4.58,12.57,0.0,17.12,23.11,3.26,30.59,8.88,39.1
