Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,4.58,10.22,3.66,14.68,7.85,6.6,7.94,8.31,8.35,4.0
Feb,3.73,9.21,2.44,0.95,7.0,7.65,0.55,12.29,5.16,6.0
Mar,28.78,35.26,6.23,31.89,26.31,25.27,16.69,52.83,25.7,22.0
Apr,97.51,106.47,9.6,86.95,83.54,70.22,131.99,164.48,80.24,101.0
May,185.55,185.96,60.08,74.88,112.27,102.53,100.88,138.62,105.22,105.0
Jun,259.26,293.28,86.87,219.62,218.22,210.78,198.0,254.85,209.81,188.5
Jul,352.49,314.13,81.08,158.1,234.74,227.24,230.92,206.79,229.04,246.3
Aug,273.76,263.95,58.41,272.24,231.02,236.44,259.35,197.75,237.82,250.5
Sep,179.4,191.25,59.65,163.59,137.39,154.47,164.1,132.79,155.83,96.0
Oct,131.17,145.4,26.68,153.56,156.32,141.99,142.4,192.39,143.85,38.0
Nov,8.42,25.87,0.0,25.26,14.48,13.19,9.49,25.48,12.56,0.9
Dec,3.23,7.33,9.84,5.1,1.63,0.0,1.44,1.85,0.0,29.0
