Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,70.24,65.98,0.0,31.31,0.0,26.49,3.36,0.0,24.41,0.0
Feb,58.39,69.88,2.58,58.93,75.77,28.96,54.66,74.72,31.94,42.7
Mar,35.28,100.67,0.0,43.4,86.52,51.74,43.65,68.79,57.18,57.4
Apr,139.25,89.31,12.66,155.13,126.27,64.01,126.06,138.72,67.03,74.2
May,63.95,71.23,8.67,22.52,33.07,27.19,29.0,30.05,30.61,46.7
Jun,12.82,78.98,19.08,0.0,63.15,37.82,63.77,62.53,33.73,86.7
Jul,50.7,194.11,36.58,50.54,67.36,55.11,59.93,74.92,56.55,29.2
Aug,176.12,170.42,47.92,49.43,74.02,65.31,66.6,82.63,55.7,55.8
Sep,5.03,110.3,7.58,0.0,108.42,67.71,60.98,91.21,67.96,32.0
Oct,31.0,36.32,0.0,64.6,39.75,0.0,48.78,35.81,27.51,19.2
Nov,12.16,16.8,0.0,35.7,27.55,21.69,36.32,28.11,0.0,75.5
Dec,16.07,36.01,0.0,21.66,21.23,26.64,27.43,17.74,18.12,9.5
