Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,47.02,42.47,9.2,46.27,34.82,0.0,6.71,79.07,0.0,7.79,80.31,0.0,1.0
Feb,2.14,12.94,0.0,3.6,8.82,10.65,0.0,0.0,11.2,0.0,0.0,7.0,0.0
Mar,1.89,13.84,0.0,1.13,10.61,19.32,0.37,3.62,11.33,0.34,3.53,5.34,33.6
Apr,5.2,25.34,0.0,0.97,21.02,25.23,5.2,35.95,32.92,5.34,37.37,14.15,1.6
May,34.67,62.07,0.0,32.47,66.62,16.06,117.13,18.92,26.36,142.52,31.25,42.22,16.8
Jun,29.9,44.57,33.5,54.74,77.75,32.44,92.16,106.11,59.14,84.11,111.41,71.96,78.0
Jul,39.03,70.78,104.26,33.97,78.02,80.97,92.84,69.86,90.24,95.8,73.13,104.25,27.9
Aug,152.09,109.7,150.09,107.34,129.89,141.47,163.82,177.91,159.36,175.59,151.22,162.65,138.8
Sep,105.91,117.08,68.25,108.76,113.3,68.94,133.88,160.1,102.79,152.4,180.07,120.31,124.5
Oct,214.59,214.5,189.46,215.13,207.45,191.76,38.53,160.99,132.93,44.28,195.16,133.15,227.7
Nov,303.62,277.6,0.0,277.03,260.75,0.0,130.66,274.12,0.0,132.43,173.93,0.0,340.7
Dec,130.97,147.54,83.53,117.05,150.06,96.64,68.49,175.86,155.99,62.14,163.65,151.72,64.0
