Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,11.42,15.93,0.0,16.5,15.23,9.19,16.92,8.04,7.22,11.2
Feb,5.34,13.59,0.0,15.9,9.36,1.2,8.58,1.85,11.6,20.9
Mar,0.0,4.27,0.0,26.8,10.52,0.0,22.56,14.07,11.51,6.5
Apr,2.8,6.19,0.0,8.05,20.43,20.34,32.49,22.74,1.25,6.8
May,10.02,10.99,0.0,4.6,6.98,0.0,2.02,5.38,12.39,8.3
Jun,31.15,40.52,10.16,106.9,78.78,39.63,83.62,80.81,34.19,113.3
Jul,108.05,139.12,77.83,160.01,163.32,88.25,168.05,156.15,128.73,224.1
Aug,171.93,167.05,54.39,148.06,118.59,106.72,167.14,128.92,108.33,84.2
Sep,51.1,131.24,28.71,74.5,83.35,76.31,72.64,122.5,72.99,338.6
Oct,15.46,18.05,0.0,11.05,19.72,0.0,0.0,68.39,11.51,0.0
Nov,0.99,4.92,0.26,14.19,15.32,0.0,0.0,19.95,0.69,2.3
Dec,11.7,10.04,0.0,8.7,9.2,0.0,12.59,16.33,4.58,0.9
