Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,6.89,9.9,0.0,8.57,8.37,0.0,0.0,4.18,6.69,0.0,0.0,10.1,0.0
Feb,4.09,8.08,0.0,3.26,5.68,0.0,13.97,0.09,1.45,9.33,0.0,20.77,3.7
Mar,2.44,5.21,0.0,2.47,5.09,4.31,0.56,16.51,5.28,24.37,26.92,2.74,1.2
Apr,1.68,5.01,0.0,2.53,6.64,13.26,0.14,26.92,4.34,0.29,19.98,16.08,2.9
May,7.82,9.52,0.0,7.16,9.83,15.99,0.0,10.67,12.29,0.0,11.81,2.83,0.4
Jun,102.35,107.63,109.96,103.02,106.72,111.45,137.83,125.34,97.78,137.05,153.08,107.12,114.9
Jul,331.27,349.88,0.0,322.43,328.96,0.0,443.35,346.15,0.0,426.29,455.8,0.0,349.2
Aug,374.35,327.01,0.0,311.87,329.79,0.0,362.24,439.76,0.0,361.67,530.55,0.0,290.0
Sep,169.96,185.61,146.1,172.29,185.09,152.09,95.34,75.08,118.18,97.83,67.09,116.58,153.9
Oct,11.11,16.64,0.28,10.71,16.65,0.0,33.48,32.41,0.0,33.42,32.58,15.06,0.0
Nov,0.68,18.94,0.82,1.63,21.02,0.0,0.0,11.29,19.14,0.0,0.58,24.42,0.0
Dec,1.73,8.51,0.66,2.39,7.87,0.0,0.21,6.41,0.0,0.21,7.19,2.11,0.0
