Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.24,3.37,0.0,0.28,13.2,0.0,0.0,0.87,29.49,0.35,3.4,17.58,0.0
Feb,0.35,5.25,0.0,0.16,4.78,0.0,2.26,0.0,11.22,0.99,0.0,13.35,0.0
Mar,1.74,7.02,0.0,2.03,4.01,11.7,7.41,15.0,8.2,7.56,12.33,6.21,24.9
Apr,13.3,13.53,0.0,12.28,15.42,21.74,17.01,0.0,17.18,14.75,0.0,18.2,11.7
May,25.94,41.63,19.14,25.29,37.2,33.58,26.39,68.1,25.83,26.4,82.68,46.17,36.6
Jun,56.51,64.17,41.64,69.65,101.82,46.94,88.46,145.29,101.54,88.47,171.64,112.82,29.4
Jul,87.94,88.05,60.08,81.61,105.96,65.33,33.34,67.46,92.34,31.88,0.0,81.89,69.3
Aug,82.1,105.66,151.15,66.02,115.43,137.99,197.31,66.77,165.72,73.42,0.0,150.18,80.7
Sep,133.68,138.55,93.86,121.94,143.59,101.8,144.3,72.26,106.95,143.85,75.62,108.39,83.6
Oct,158.95,147.77,71.61,162.2,146.66,83.86,25.85,120.58,106.97,25.94,120.81,96.8,42.4
Nov,60.6,100.25,6.08,59.7,101.41,22.2,11.69,24.63,29.39,43.16,7.11,22.03,52.6
Dec,4.03,16.52,0.14,4.04,16.58,0.0,0.0,0.0,16.04,0.0,0.0,17.54,10.5
