Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,2.2,2.96,10.83,0.0,0.0,0.0,0.0,0.0,5.27,0.0
Feb,0.03,0.94,5.2,0.1,0.92,0.0,0.0,0.34,5.35,0.0
Mar,0.0,2.76,3.96,9.62,0.0,0.0,4.76,0.0,14.04,0.0
Apr,0.11,1.48,20.51,0.1,1.29,0.0,0.18,2.71,0.0,0.0
May,0.98,5.09,0.0,0.7,0.0,11.98,3.03,0.0,5.23,0.4
Jun,37.7,12.77,30.25,83.75,50.98,13.96,43.68,49.54,49.79,95.7
Jul,162.27,177.1,58.89,237.77,213.02,167.12,248.86,265.74,185.48,239.5
Aug,94.59,157.51,47.99,435.0,224.71,208.34,204.78,259.62,217.59,135.3
Sep,165.31,149.25,18.42,125.66,91.34,72.91,127.88,76.81,75.19,136.1
Oct,2.44,10.99,2.43,0.0,13.2,10.16,0.0,19.08,0.0,0.0
Nov,2.38,15.09,17.69,0.0,0.0,18.02,0.0,0.0,17.95,0.0
Dec,3.48,3.45,0.0,0.1,2.34,9.26,0.0,5.17,0.0,0.0
