Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,3.79,9.24,19.16,17.43,23.33,6.79,25.55,22.16,4.71,4.7
Feb,14.44,5.59,0.0,1.52,0.44,7.78,0.6,1.3,2.78,0.0
Mar,11.5,0.0,25.62,9.95,0.0,0.0,7.47,0.0,13.65,2.8
Apr,1.02,0.0,0.0,7.68,7.39,14.18,2.19,10.44,0.0,9.2
May,1.69,2.78,28.3,17.41,9.87,0.0,8.54,9.3,21.18,4.2
Jun,3.14,10.31,1.39,32.7,67.21,0.0,36.48,49.91,35.89,64.7
Jul,92.07,98.41,55.57,92.1,150.76,94.71,99.31,164.61,120.15,169.5
Aug,150.37,52.33,72.48,110.03,136.67,132.64,135.11,154.06,153.1,75.1
Sep,91.87,85.35,43.81,147.48,125.03,102.27,149.3,117.97,92.5,164.8
Oct,2.07,5.96,0.0,2.4,20.61,18.73,3.19,22.89,9.13,0.0
Nov,0.58,3.76,2.96,0.0,6.97,0.0,0.56,15.53,5.43,1.5
Dec,0.25,4.04,12.43,0.0,1.71,5.88,0.74,3.79,8.81,0.2
