Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,40.0,46.18,58.38,41.81,42.79,37.85,0.65,126.05,0.0,0.49,139.67,57.37,31.0
Feb,4.01,19.02,0.0,2.96,18.38,1.69,0.0,0.0,3.56,0.39,0.0,6.96,0.0
Mar,6.56,17.1,6.01,5.35,17.19,19.59,7.64,13.13,5.72,7.67,14.51,14.09,7.6
Apr,31.85,47.2,0.0,31.18,54.92,16.6,27.66,59.62,15.34,27.75,47.92,28.07,13.3
May,45.71,66.52,11.39,46.02,67.92,35.15,38.69,74.87,51.77,36.84,62.38,58.73,27.4
Jun,45.54,41.68,35.9,43.87,43.45,36.95,86.94,37.49,44.2,77.4,41.18,37.61,29.8
Jul,43.73,56.56,35.03,57.52,52.47,45.09,65.88,53.6,50.1,68.69,12.23,49.47,54.6
Aug,89.92,84.44,96.94,84.18,103.38,99.56,119.57,106.31,130.51,104.25,65.02,132.12,60.7
Sep,102.99,106.19,87.58,101.22,106.15,95.22,79.09,91.08,107.01,104.09,97.5,106.85,36.6
Oct,206.01,211.75,97.0,201.42,206.26,98.03,192.05,290.63,171.11,189.01,342.34,181.44,193.3
Nov,308.23,279.1,290.56,292.62,271.7,290.68,427.05,300.51,0.0,411.29,248.1,0.0,476.3
Dec,104.37,153.75,120.47,109.01,155.12,126.91,323.63,174.76,161.47,420.27,170.14,170.65,41.0
