Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,5.36,11.74,0.0,9.3,11.86,0.0,10000,0.0,0.0,10000,0.0,0.0,
Feb,21.23,30.01,0.0,26.61,19.27,0.34,10000,10000.0,10000.0,10000,10000.0,10000.0,
Mar,51.36,75.71,19.14,55.99,96.41,41.7,10000,10000.0,10000.0,10000,10000.0,10000.0,
Apr,120.4,133.31,38.71,119.02,142.38,45.35,10000,10000.0,10000.0,10000,10000.0,10000.0,
May,243.54,231.15,203.48,249.3,231.84,203.15,10000,10000.0,10000.0,10000,10000.0,10000.0,
Jun,320.92,374.35,0.0,324.71,372.13,0.0,10000,10000.0,10000.0,10000,10000.0,10000.0,
Jul,443.67,353.05,0.0,323.9,353.36,0.0,10000,10000.0,10000.0,10000,10000.0,10000.0,
Aug,289.18,308.7,0.0,295.78,320.15,0.0,10000,10000.0,10000.0,10000,10000.0,10000.0,
Sep,323.16,236.56,348.09,246.74,246.07,338.86,10000,10000.0,10000.0,10000,10000.0,10000.0,
Oct,122.26,152.2,102.82,144.73,151.08,108.84,10000,125.75,101.53,10000,125.75,110.68,85.2
Nov,17.46,43.28,0.06,11.28,36.26,0.0,10000,0.0,0.0,10000,0.0,0.0,4.0
Dec,2.63,8.25,0.0,4.07,8.49,0.0,10000,0.0,2.66,10000,0.0,0.0,14.3
