Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,2.44,10.93,0.23,1.03,10.75,0.05,0.0,6.05,4.02,0.0,0.0,14.16,0.0
Feb,30.48,28.53,0.95,10.54,24.26,28.89,0.0,2.65,12.2,0.2,4.39,11.34,0.0
Mar,11.15,25.48,36.7,11.53,21.73,35.04,21.23,0.0,0.0,20.2,0.0,37.02,0.0
Apr,42.61,38.54,1.8,41.62,39.71,25.22,33.52,39.21,25.91,30.42,29.31,34.21,103.2
May,39.73,70.05,59.27,61.84,81.08,67.6,116.39,91.0,68.91,115.09,143.44,78.14,146.6
Jun,187.3,202.45,152.46,187.22,202.23,162.29,155.26,162.99,157.77,142.64,203.81,164.49,199.3
Jul,300.4,304.57,76.85,296.33,319.09,57.2,228.66,399.21,0.0,241.57,280.42,0.0,463.5
Aug,305.58,318.41,0.0,326.77,269.01,0.0,174.72,329.76,206.04,198.34,323.22,203.03,263.7
Sep,262.11,222.28,107.98,242.8,260.12,123.45,218.86,284.12,120.46,210.4,305.12,111.06,626.1
Oct,126.4,152.42,196.69,105.44,155.15,191.57,94.61,190.53,169.3,92.65,199.16,174.31,251.0
Nov,12.22,28.49,28.9,10.64,24.52,5.56,0.0,41.24,60.85,0.0,4.41,52.39,0.0
Dec,0.07,5.51,0.0,0.32,5.31,0.0,0.0,11.38,14.33,0.0,14.28,8.28,8.1
