Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,11.52,17.29,7.03,5.03,7.26,9.56,17.35,7.74,1.28,0.0
Feb,6.97,5.83,15.82,15.03,9.42,1.77,11.64,10.78,3.06,0.0
Mar,18.73,0.0,0.0,0.0,3.01,1.99,1.62,5.03,20.55,0.0
Apr,5.14,8.13,0.0,3.0,17.71,24.9,18.76,23.49,20.69,0.0
May,20.77,32.86,0.0,44.05,12.11,21.19,58.88,68.09,48.8,37.1
Jun,109.27,75.52,53.26,90.4,142.22,67.96,103.59,146.74,117.44,122.5
Jul,238.75,192.07,117.11,222.76,155.03,208.86,201.74,204.65,234.77,273.2
Aug,170.0,197.6,81.76,224.3,230.04,194.96,200.35,279.07,215.18,163.0
Sep,268.33,130.7,64.82,116.51,169.49,169.57,122.24,170.93,172.93,51.9
Oct,27.7,69.88,38.67,0.0,71.32,48.91,0.0,71.83,60.03,77.4
Nov,0.92,6.63,14.24,0.36,5.69,18.46,0.0,4.67,6.86,0.0
Dec,0.55,2.37,3.03,0.17,0.54,12.7,0.0,2.34,4.38,4.3
