Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.17,1.53,0.0,0.59,0.0,1.5,1.73,1.01,0.0,5.3
Feb,1.24,3.7,7.03,0.1,0.06,0.0,0.96,0.12,4.72,0.0
Mar,17.99,11.65,0.0,25.11,23.29,0.0,26.53,26.83,18.28,35.5
Apr,36.04,32.71,24.78,38.43,39.39,5.93,47.24,44.38,22.12,94.1
May,23.82,33.88,0.73,40.2,39.41,0.0,45.55,44.28,15.48,16.5
Jun,117.68,116.19,18.29,113.02,101.49,71.98,114.07,99.13,82.76,58.7
Jul,71.33,57.34,38.34,134.52,50.14,84.82,8.88,0.0,95.06,61.8
Aug,88.47,92.83,35.69,237.8,172.02,125.45,179.52,242.1,137.91,117.2
Sep,176.06,197.62,48.39,142.57,164.01,163.18,157.29,176.73,166.01,169.6
Oct,74.22,80.3,14.71,48.96,73.94,70.68,59.19,6.26,72.64,32.2
Nov,23.18,29.25,0.0,17.75,21.49,14.23,28.42,40.86,22.88,0.5
Dec,2.53,6.02,14.08,0.21,4.92,1.25,0.0,3.0,0.0,3.9
