Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.1,0.32,0.0,0.1,0.33,0.0,0.22,0.89,11.2,0.27,0.94,3.32,0.0
Feb,0.1,0.89,0.0,0.09,0.0,0.0,0.05,0.0,0.0,0.05,0.0,1.7,0.0
Mar,0.1,0.97,0.12,0.1,0.82,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0
Apr,0.1,0.34,0.69,0.1,1.88,14.98,0.2,2.81,0.0,8.58,11.85,0.0,0.0
May,0.14,5.68,0.68,0.19,5.6,3.4,0.82,1.1,0.0,0.61,2.51,2.67,0.0
Jun,203.81,181.54,121.9,180.81,224.92,137.54,5.53,43.42,59.86,6.26,128.47,58.4,70.8
Jul,278.35,379.07,0.0,291.48,390.72,0.0,141.95,212.01,226.28,200.43,217.8,228.25,475.7
Aug,171.92,214.0,178.08,166.03,189.89,181.52,245.87,103.63,179.19,193.79,0.0,176.14,145.4
Sep,195.7,188.23,37.97,193.78,188.32,69.52,222.34,135.23,110.91,224.14,128.65,117.46,44.3
Oct,8.02,26.7,0.24,7.83,30.28,11.03,23.59,31.36,8.78,23.7,32.79,13.26,0.1
Nov,0.1,10.25,0.41,0.11,9.66,0.0,0.0,0.0,0.0,0.0,0.0,3.56,0.0
Dec,0.1,1.44,5.01,0.05,1.39,0.0,0.1,2.55,4.25,0.16,2.8,0.0,0.0
