Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,5.16,12.02,0.0,6.61,12.92,2.3,13.16,10.36,4.69,13.8,18.84,0.0,0.0
Feb,14.77,23.16,0.2,12.67,19.34,13.91,5.31,4.12,0.0,4.49,0.91,11.34,0.0
Mar,11.87,21.08,0.0,16.43,22.29,12.65,5.5,10.91,15.53,8.19,42.24,0.0,0.0
Apr,38.5,25.48,0.0,37.12,28.83,16.41,28.54,24.87,15.71,28.61,0.0,8.97,
May,28.68,60.03,83.63,33.53,63.99,85.87,21.53,0.0,61.27,21.4,0.0,57.97,
Jun,178.37,234.59,90.35,181.09,251.93,121.59,173.83,209.4,112.08,173.91,144.76,120.55,103.0
Jul,491.37,329.38,0.0,340.22,361.16,0.0,258.3,358.59,0.0,253.11,383.62,0.0,175.2
Aug,310.64,331.81,0.0,326.17,276.52,0.0,354.33,394.57,376.04,356.21,387.61,360.83,273.0
Sep,184.8,223.78,277.04,190.61,201.78,271.55,177.98,196.82,272.37,178.05,219.79,273.4,150.8
Oct,73.34,92.1,244.82,71.52,85.76,235.24,50.64,150.8,120.47,53.35,0.0,118.28,48.6
Nov,2.31,5.21,0.39,2.0,4.72,0.0,0.24,17.1,3.67,0.27,19.24,7.31,0.0
Dec,0.13,2.44,0.0,0.33,2.42,9.22,0.0,0.0,0.0,0.0,0.0,10.84,16.2
