Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,2.47,7.38,0.0,2.49,6.79,7.61,1.84,6.93,7.59,0.0,0.0,4.7,0.0
Feb,7.47,11.91,0.0,0.9,4.62,15.86,0.0,0.81,15.36,0.0,0.75,6.19,0.0
Mar,7.67,13.63,3.45,2.86,13.26,0.0,17.86,15.98,13.42,20.03,17.33,11.8,0.0
Apr,28.89,41.61,0.96,30.65,43.23,8.57,0.0,36.7,29.19,0.0,54.13,32.0,13.9
May,48.92,49.54,12.9,43.43,51.57,27.82,30.18,69.06,44.21,29.79,18.34,50.93,32.1
Jun,191.24,213.17,161.73,196.91,226.42,171.83,132.45,185.09,141.93,134.11,166.23,147.45,91.7
Jul,353.35,350.15,0.0,318.09,342.57,0.0,291.51,407.07,0.0,294.17,410.08,0.0,612.9
Aug,310.61,351.5,0.0,315.12,305.39,0.0,240.35,277.46,305.13,238.89,279.92,293.93,782.9
Sep,219.45,230.2,162.87,219.76,264.33,174.97,260.75,352.35,195.62,258.37,367.27,193.68,199.4
Oct,79.73,81.49,79.46,91.6,89.72,82.7,134.25,115.77,104.2,134.76,108.98,97.44,63.9
Nov,11.92,14.53,0.0,5.75,13.06,4.8,0.89,5.98,15.73,0.72,1.89,10.6,0.0
Dec,0.12,3.64,0.0,0.31,4.24,12.87,2.75,8.19,10.08,3.15,16.4,10.86,84.2
