Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,3.03,6.77,0.0,0.0,7.06,6.41,0.0,9.88,0.0,0.0
Feb,1.3,6.61,17.01,0.0,0.0,0.0,0.48,0.0,3.04,26.8
Mar,2.75,2.67,7.98,0.63,0.0,14.75,0.0,0.0,6.46,14.0
Apr,25.68,10.08,40.21,22.29,31.5,29.3,24.86,43.3,22.1,13.6
May,78.3,71.24,40.31,97.9,72.88,67.52,83.48,66.74,67.78,155.8
Jun,28.91,49.1,29.53,8.85,38.55,30.26,34.36,41.16,33.43,33.2
Jul,52.73,56.24,35.86,53.83,45.39,23.61,44.49,29.97,37.92,41.5
Aug,92.05,81.27,53.18,63.2,89.85,63.33,84.03,92.23,86.94,61.1
Sep,172.75,115.35,19.42,164.2,136.83,98.49,69.56,174.96,108.42,120.9
Oct,33.08,128.79,38.82,110.94,82.76,86.19,124.26,94.59,93.09,106.5
Nov,109.82,101.46,38.88,26.68,47.46,82.58,42.68,56.78,82.95,63.7
Dec,40.63,60.6,29.25,63.69,21.53,24.96,27.53,17.0,24.57,12.4
