Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,9.65,13.06,4.39,6.01,11.88,6.68,7.0,0.96,6.31,6.65,0.0,8.42,0.0
Feb,6.64,12.35,0.0,20.56,10.7,5.27,12.71,8.63,23.54,12.84,1.65,18.61,1.0
Mar,7.12,9.0,5.56,5.47,7.98,14.7,6.98,8.71,7.75,4.72,8.91,10.85,0.0
Apr,2.25,9.02,0.0,5.81,8.87,0.0,0.15,0.0,5.97,0.0,0.0,0.58,6.0
May,17.68,20.81,0.0,16.69,20.49,18.43,53.95,47.07,2.15,49.47,35.85,20.06,7.4
Jun,134.28,153.17,36.26,130.53,163.69,72.79,78.79,162.75,67.46,78.03,239.89,87.67,65.4
Jul,317.04,335.13,0.0,327.55,351.0,0.0,235.85,272.86,216.88,239.09,301.28,217.49,359.0
Aug,309.19,295.65,222.98,300.42,292.72,167.52,230.25,283.91,240.21,252.16,326.64,237.34,254.6
Sep,153.78,175.32,46.98,135.93,178.16,43.72,48.14,110.58,94.86,49.11,108.04,90.44,28.7
Oct,21.85,46.35,8.33,23.46,46.54,17.31,59.0,60.01,14.76,60.27,60.38,35.93,0.0
Nov,0.17,2.98,0.0,0.21,3.38,0.0,0.04,1.27,0.29,0.0,0.0,4.51,0.0
Dec,1.22,5.34,0.0,1.09,5.15,0.0,0.08,1.28,0.0,0.04,1.27,0.0,0.0
