Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.79,8.98,13.84,13.59,0.0,15.72,6.72,0.0,1.3,0.0
Feb,5.38,6.65,0.0,0.1,1.75,8.76,1.27,12.65,0.0,29.8
Mar,4.28,8.18,0.0,0.1,1.92,6.11,5.89,6.42,0.0,0.0
Apr,8.14,12.65,6.54,14.82,22.38,4.73,22.91,26.5,18.41,50.3
May,8.07,10.94,0.0,11.95,26.84,0.0,24.76,24.57,12.08,30.6
Jun,143.47,154.23,70.0,119.2,139.81,93.37,131.11,136.61,110.16,301.0
Jul,281.25,304.94,131.35,192.9,326.85,301.52,233.41,308.97,307.61,335.8
Aug,299.82,317.11,82.21,213.1,273.27,257.23,277.43,293.8,262.96,260.2
Sep,211.71,202.15,74.34,182.7,201.3,206.35,204.89,321.61,210.12,114.6
Oct,49.87,48.54,34.97,0.0,8.27,31.82,1.31,10.89,38.73,0.0
Nov,4.49,7.98,6.82,0.0,0.0,6.9,0.41,0.0,9.41,0.0
Dec,0.25,2.2,12.01,31.58,8.94,4.54,8.94,14.64,16.95,41.4
