Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,3.4,6.71,0.0,0.0,0.0,7.24,0.0,0.0,5.05,0.0
Feb,1.51,3.2,1.82,0.0,0.0,0.0,0.0,0.0,6.27,14.0
Mar,1.49,9.21,9.96,5.88,0.0,0.0,2.82,0.0,5.83,0.0
Apr,33.39,35.99,9.77,0.75,8.83,0.0,0.03,13.48,8.09,3.2
May,24.23,26.53,10.23,0.0,1.42,11.55,0.0,1.5,0.0,22.4
Jun,201.1,244.3,67.41,127.4,188.68,131.09,148.68,205.66,148.1,132.5
Jul,480.4,450.68,108.8,374.21,431.03,411.94,403.27,466.35,415.81,333.6
Aug,376.31,480.5,82.43,241.03,398.5,353.71,306.61,418.11,355.29,785.4
Sep,188.06,406.62,78.24,325.2,307.24,256.05,342.32,431.51,257.35,93.8
Oct,61.31,75.85,37.31,11.2,39.38,72.13,42.71,41.55,74.97,0.0
Nov,9.59,13.07,13.19,0.07,0.04,4.27,0.07,0.04,4.34,0.0
Dec,1.74,2.2,0.0,34.55,22.39,14.41,5.18,24.9,10.74,0.0
