Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,6.6,8.03,0.91,0.37,0.65,4.74,0.0,2.14,0.97,0.1
Feb,0.19,4.03,23.34,4.08,4.11,5.4,0.0,7.46,12.94,0.0
Mar,0.04,0.49,15.14,8.5,0.0,17.89,3.54,0.0,6.69,2.2
Apr,0.0,0.55,22.11,4.85,12.49,8.03,7.92,20.48,0.01,27.7
May,3.26,4.28,24.82,0.0,10.8,0.0,7.65,10.93,0.0,9.9
Jun,17.46,24.71,30.99,72.63,56.84,8.89,79.84,53.44,31.61,108.6
Jul,143.73,167.39,85.89,84.44,169.94,111.94,172.73,169.18,143.92,299.5
Aug,145.9,123.61,93.97,284.93,185.88,146.28,242.57,194.81,162.01,192.2
Sep,112.91,123.0,48.93,70.51,140.44,93.83,95.17,186.89,102.76,155.1
Oct,3.64,9.75,9.58,69.46,28.25,20.21,51.61,36.82,16.02,19.9
Nov,0.19,6.62,12.27,19.62,14.59,2.96,11.76,17.73,16.11,0.0
Dec,1.86,4.55,0.0,0.06,1.12,9.18,0.0,1.7,0.0,0.0
