Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,5.94,10.93,1.0,5.64,12.13,11.06,2.22,28.46,2.35,1.83,17.36,12.39,12.0
Feb,16.09,33.43,9.15,15.56,33.37,16.65,82.85,133.78,2.74,80.73,133.81,16.05,15.2
Mar,20.57,29.17,10.28,20.38,28.64,18.97,0.0,0.0,15.22,0.0,160.55,22.18,12.0
Apr,25.66,39.43,7.88,26.58,42.87,14.18,2.23,10.47,22.49,2.86,10.33,29.11,62.0
May,51.35,64.55,45.47,48.12,64.67,46.11,36.44,129.26,60.27,47.74,266.95,68.93,54.3
Jun,215.54,222.79,110.45,222.67,231.07,118.99,148.83,179.65,128.25,146.47,180.44,129.99,219.4
Jul,263.11,297.72,419.46,303.55,300.19,420.06,263.91,526.63,0.0,260.13,520.53,0.0,327.8
Aug,327.39,332.42,0.0,325.29,278.87,0.0,257.31,302.53,251.49,256.87,323.35,262.33,167.7
Sep,212.86,216.8,130.25,212.81,210.05,127.81,223.52,97.34,151.71,223.16,80.52,163.1,115.5
Oct,71.6,100.12,74.37,72.31,104.68,76.65,216.17,233.51,126.2,214.01,225.4,143.19,34.5
Nov,13.21,17.5,0.0,21.35,20.88,0.0,0.0,13.46,4.24,0.0,59.98,15.96,0.0
Dec,0.39,2.14,0.0,0.46,2.69,3.63,0.0,0.0,7.01,0.0,0.0,13.29,28.6
