Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,3.51,5.46,6.85,6.48,5.65,16.85,0.64,5.49,13.68,1.83,5.47,3.31,0.0
Feb,0.9,2.09,0.24,0.71,1.24,3.82,0.34,5.08,4.69,1.7,3.83,0.0,0.0
Mar,2.37,4.99,5.28,1.77,4.73,1.49,33.86,19.77,2.98,32.95,26.98,15.01,0.1
Apr,0.63,2.89,0.0,2.3,2.96,15.66,0.0,5.05,4.99,3.23,5.53,6.08,0.1
May,3.38,10.93,0.0,3.6,13.27,0.0,3.25,12.42,0.0,9.4,13.59,0.0,2.0
Jun,40.32,58.21,56.78,38.66,62.63,64.12,0.0,13.92,43.79,0.0,8.55,44.4,85.4
Jul,206.65,211.86,131.66,207.75,228.1,136.28,235.79,189.92,138.38,235.32,236.66,144.47,158.3
Aug,206.21,199.64,119.24,209.77,244.82,120.42,320.77,387.29,140.38,318.84,533.66,168.75,129.3
Sep,85.24,104.24,10.85,88.53,106.08,30.62,40.71,55.1,21.61,39.65,24.18,47.64,139.4
Oct,4.84,11.23,0.11,4.89,10.82,0.0,10.57,0.0,6.7,11.3,47.72,17.4,0.0
Nov,0.71,8.05,0.04,1.53,10.06,15.2,0.54,10.17,0.0,0.66,6.94,21.21,0.0
Dec,1.12,2.62,4.36,0.73,2.94,0.0,0.0,0.0,12.63,0.87,2.62,16.48,1.7
