Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,1.3,9.53,0.0,0.83,9.97,4.26,8.26,17.5,6.75,8.45,24.62,10.74,0.1
Feb,15.53,16.97,0.68,6.49,11.23,11.79,0.0,0.8,0.88,0.0,0.57,1.66,0.0
Mar,10.63,14.24,9.28,0.0,8.77,0.0,0.0,0.0,7.7,0.0,0.0,16.09,0.2
Apr,15.18,24.19,5.12,7.42,24.59,13.78,7.95,54.9,16.99,7.89,50.59,19.39,51.9
May,40.16,47.04,6.35,64.76,54.16,23.02,80.5,79.18,40.86,80.0,79.87,52.07,147.9
Jun,149.33,169.44,146.52,155.13,157.56,151.75,113.14,129.5,153.64,116.47,133.44,156.89,196.5
Jul,229.85,240.14,310.51,224.5,272.16,307.29,276.63,288.77,0.0,270.73,292.37,0.0,652.6
Aug,203.09,244.11,278.4,220.97,281.92,279.04,296.42,306.91,262.46,294.11,307.4,265.69,395.9
Sep,179.08,200.52,173.78,184.7,238.55,173.18,190.68,267.19,184.31,205.45,282.68,183.07,320.3
Oct,170.41,158.95,239.68,171.31,193.13,230.87,0.0,152.58,157.44,0.0,147.49,158.49,235.1
Nov,70.47,47.31,31.5,91.99,62.46,42.94,134.84,86.25,88.2,132.23,74.54,89.27,3.5
Dec,7.12,1.88,52.66,34.72,9.33,14.77,21.06,0.0,23.99,22.25,0.0,28.98,7.1
