Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,12.9,13.12,0.56,29.19,43.22,0.0,42.03,0.0,35.07,47.15,1122.26,20.84,
Feb,24.31,20.58,0.0,8.68,14.61,10.41,10000.0,3.89,4.65,10000.0,3.89,11.85,
Mar,43.97,48.38,25.59,79.35,65.31,25.86,29.4,233.33,30.7,45.25,233.27,42.27,
Apr,116.65,132.35,109.08,127.9,94.86,116.11,102.21,176.3,126.28,138.35,173.3,119.19,
May,114.93,231.88,69.09,186.3,185.74,78.48,124.33,176.12,159.95,126.28,173.19,184.67,
Jun,173.17,291.07,0.0,235.65,239.63,0.0,180.69,220.3,183.29,180.79,222.42,188.72,
Jul,190.93,313.82,17402676.0,203.41,230.48,0.0,140.62,274.59,167.67,161.8,273.09,195.35,
Aug,149.26,300.62,97.57,147.81,286.28,0.0,128.55,855.15,0.0,132.36,864.3,0.0,
Sep,169.47,243.04,467.57,36.5,356.03,456.0,10000.0,8840.35,1556.06,10000.0,8797.83,1304.2,
Oct,74.18,109.73,169.49,113.06,155.59,169.52,10000.0,0.0,88.15,10000.0,0.0,194.55,
Nov,18.02,8.04,0.0,28.93,21.64,0.0,10000.0,448.34,106.93,10000.0,448.33,52.06,
Dec,5.2,11.17,0.0,19.15,30.0,3.39,116.69,240.4,31.08,113.92,240.16,18.02,
