Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,6.78,12.13,0.0,1.9,3.96,3.62,0.0,6.51,2.83,0.0
Feb,3.65,0.08,0.0,34.57,10.34,21.0,8.67,7.3,13.36,0.5
Mar,12.55,13.82,33.57,16.6,14.93,2.69,8.17,15.04,2.32,0.8
Apr,58.54,56.05,0.0,47.61,28.63,18.43,40.8,44.5,14.09,51.5
May,117.81,111.57,13.55,121.18,100.71,87.76,112.56,188.3,89.1,62.6
Jun,156.86,171.47,115.72,131.72,160.67,126.44,167.9,272.74,150.52,138.3
Jul,321.08,246.37,108.47,410.84,429.08,287.99,353.73,403.76,300.38,258.3
Aug,302.15,241.27,111.67,308.3,251.11,223.32,277.16,249.83,231.6,159.7
Sep,165.44,163.41,103.36,166.4,147.59,164.93,154.38,148.13,170.68,170.0
Oct,62.96,98.09,15.47,51.79,0.0,81.55,15.18,4.45,82.37,37.4
Nov,4.73,7.54,7.34,4.1,17.27,8.43,3.68,3.28,22.15,0.0
Dec,0.73,3.16,14.63,2.49,1.86,13.27,0.0,18.73,0.0,25.3
