Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.7,10.65,0.0,1.25,0.0,1.65,2.16,0.0,4.44,0.0
Feb,14.07,0.0,16.49,15.4,19.58,15.37,16.57,10.91,14.78,0.0
Mar,13.13,0.14,2.74,6.94,15.74,18.64,8.22,17.58,7.94,0.2
Apr,27.19,20.24,0.0,97.19,46.69,36.53,69.62,74.16,29.11,62.8
May,18.47,38.58,35.46,26.0,51.91,66.67,68.66,87.47,67.97,107.8
Jun,150.21,100.9,48.23,0.0,103.01,123.81,126.62,72.22,134.54,106.3
Jul,399.58,274.03,77.96,378.02,338.96,327.37,329.14,507.97,338.72,407.2
Aug,288.29,246.08,100.49,226.8,263.77,243.91,226.33,258.36,244.62,187.4
Sep,216.97,205.75,55.82,221.75,224.17,209.57,218.46,207.25,214.99,271.8
Oct,182.71,109.63,49.24,122.35,144.12,182.02,115.55,203.98,185.62,245.3
Nov,20.76,42.52,23.45,48.39,44.14,37.96,22.73,15.48,34.52,0.0
Dec,0.9,3.36,0.0,0.0,0.0,2.42,0.0,10.54,3.72,48.5
