Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,65.62,10.21,0.0,50.63,38.0,20.04,21.85,14.68,25.84,14.7
Feb,24.05,18.08,14.13,26.21,44.64,45.67,3.59,19.5,44.95,17.0
Mar,39.71,28.38,0.0,2.13,37.47,9.22,24.87,33.56,31.49,15.3
Apr,51.5,60.08,8.58,41.77,55.47,37.55,46.43,60.14,38.05,96.0
May,0.0,93.65,2.46,55.35,73.02,53.45,57.2,84.11,44.39,56.3
Jun,169.67,256.91,54.14,144.3,260.48,172.13,168.37,257.87,196.34,140.8
Jul,318.35,438.47,89.92,546.5,477.26,414.49,554.75,509.44,419.33,571.7
Aug,197.86,270.64,55.66,113.28,283.63,267.9,302.67,155.16,265.34,578.2
Sep,126.1,210.49,15.9,123.61,152.64,125.42,130.85,147.26,122.84,202.0
Oct,30.07,48.56,0.0,86.76,20.0,16.52,50.43,50.47,20.84,0.8
Nov,0.0,4.91,0.0,0.15,4.27,4.58,0.17,4.98,4.14,10.8
Dec,6.2,3.81,0.0,0.19,13.39,0.0,3.65,6.54,20.11,0.0
