Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,18.05,20.37,0.0,17.96,20.6,14.52,8.38,10.1,16.93,5.91,0.0,16.24,0.0
Feb,10.04,19.9,0.0,9.03,18.96,0.0,2.81,6.1,17.68,3.01,6.16,2.89,0.0
Mar,7.98,13.68,0.0,5.77,11.23,11.54,0.0,2.72,3.41,0.0,12.47,0.0,0.0
Apr,4.71,6.67,0.66,0.49,7.9,5.54,11.55,11.25,1.21,15.02,0.0,4.06,0.0
May,3.19,11.32,0.93,1.73,8.87,12.14,1.87,11.11,4.19,1.94,27.78,13.84,0.0
Jun,96.66,108.54,9.63,92.2,108.18,51.35,39.0,66.54,7.14,38.45,52.69,34.68,15.0
Jul,322.09,296.47,256.77,321.63,299.23,236.82,271.65,281.05,333.47,283.22,395.85,321.85,129.3
Aug,166.69,277.81,0.0,178.8,257.85,0.0,172.1,206.73,130.89,173.25,289.51,138.76,174.1
Sep,150.25,170.07,10.14,161.48,128.47,12.01,148.09,82.53,39.64,127.42,76.41,39.95,141.6
Oct,39.49,38.39,0.36,37.68,37.16,6.14,0.0,50.29,47.53,0.0,0.0,18.48,0.0
Nov,0.46,12.68,0.0,0.63,12.1,0.0,0.0,0.0,1.44,0.0,0.0,0.0,0.0
Dec,0.63,2.91,0.66,0.94,2.97,0.0,0.14,0.39,2.83,0.15,0.49,1.62,0.0
