Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,6.25,17.82,3.33,6.62,18.8,3.68,7.65,7.26,0.0,7.31,0.0,4.67,0.0
Feb,18.73,24.19,0.0,19.07,19.78,17.41,0.02,0.0,4.61,0.3,2.27,0.0,0.0
Mar,16.31,19.44,1.5,15.52,19.72,18.43,15.72,16.93,5.41,15.65,0.21,9.09,0.0
Apr,14.13,14.93,0.39,9.87,14.34,20.12,0.0,0.0,0.0,0.0,0.0,10.72,9.7
May,11.39,25.09,0.0,13.36,26.43,0.0,6.46,49.05,1.46,6.78,60.8,30.09,7.3
Jun,158.74,162.79,46.79,157.63,153.84,81.96,72.45,87.66,76.66,73.98,55.47,71.88,50.2
Jul,332.64,313.14,0.0,336.49,316.86,0.0,114.19,296.71,282.24,115.33,314.87,275.5,189.9
Aug,343.86,331.25,0.0,335.8,326.24,0.0,255.5,306.06,223.53,272.8,356.11,236.77,240.7
Sep,204.96,200.77,62.66,209.78,199.76,82.97,177.94,173.72,98.21,162.06,113.27,121.25,86.3
Oct,72.04,68.49,18.49,68.9,51.48,20.4,32.47,19.82,43.81,32.57,3.16,37.95,19.8
Nov,2.39,8.24,0.38,0.46,7.16,2.3,0.0,0.05,3.27,0.0,0.05,0.0,0.0
Dec,0.1,3.89,0.7,0.13,3.93,0.0,0.0,0.0,8.97,0.0,0.0,1.36,10.6
