Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,7.79,12.5,0.18,4.48,6.7,7.56,0.02,18.52,0.0,0.27,17.79,17.27,0.0
Feb,17.59,14.62,6.52,0.0,8.26,0.0,18.23,12.97,0.84,19.31,7.21,14.92,8.6
Mar,13.08,16.95,0.39,8.17,16.02,7.8,8.79,14.75,12.5,7.04,17.7,20.12,0.4
Apr,3.64,6.69,0.0,2.48,6.81,0.0,10.79,10.57,0.0,7.87,10.58,6.9,0.0
May,4.82,10.21,0.0,7.18,14.52,0.0,3.62,21.42,0.0,0.0,47.84,0.0,0.0
Jun,126.79,139.67,82.33,120.7,119.99,85.54,73.17,128.4,71.41,72.97,144.94,88.08,128.6
Jul,303.76,355.0,0.0,326.34,368.45,0.0,328.47,329.67,0.0,335.45,437.24,0.0,336.6
Aug,366.87,345.59,0.0,348.7,286.38,0.0,391.36,301.81,0.0,359.39,308.07,0.0,300.0
Sep,204.44,205.31,145.86,183.41,143.11,147.55,94.65,123.77,106.85,92.97,109.26,109.7,166.0
Oct,23.71,36.68,4.5,27.67,42.49,7.95,56.97,91.82,41.66,55.86,70.57,47.64,0.0
Nov,0.15,20.82,0.0,0.03,18.14,0.0,0.93,4.63,7.97,0.9,0.0,9.66,0.0
Dec,1.25,8.15,0.0,0.96,5.84,0.44,0.01,0.0,0.0,0.5,0.0,5.26,0.0
