Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,21.64,19.87,19.26,1.99,5.85,0.0,8.87,5.88,11.83,0.0
Feb,11.1,6.08,17.81,1.08,4.78,18.96,0.75,2.42,1.83,0.0
Mar,0.0,0.0,16.33,0.0,2.24,0.0,0.0,0.0,0.0,12.4
Apr,9.95,12.12,3.82,25.86,33.0,2.66,32.98,38.77,21.52,15.4
May,30.28,42.65,38.63,0.0,18.65,41.0,0.0,37.74,46.32,30.4
Jun,112.96,76.94,49.54,132.3,94.34,78.94,126.61,107.35,80.5,51.5
Jul,195.97,187.48,110.78,189.55,255.96,204.66,186.82,246.95,226.45,216.2
Aug,207.59,190.23,74.77,193.42,226.89,199.56,181.47,230.67,214.13,237.5
Sep,227.14,149.98,60.46,128.74,198.7,150.67,209.39,194.06,160.27,91.4
Oct,49.48,67.22,27.84,13.78,44.5,52.61,12.42,31.33,52.79,95.9
Nov,5.69,7.59,12.21,0.57,3.38,7.66,0.0,0.07,5.09,0.0
Dec,0.43,2.25,0.0,0.0,0.0,8.29,0.0,0.0,1.8,8.6
