Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,7.39,15.52,0.88,8.43,15.83,0.0,2.77,2.08,1.31,2.82,3.56,5.4,2.5
Feb,35.99,39.78,3.83,35.67,39.24,22.87,0.0,0.0,13.78,0.0,478.16,18.7,0.5
Mar,36.77,104.49,113.2,41.86,70.58,115.04,132.7,206.81,134.54,153.25,0.0,134.99,80.1
Apr,387.46,266.73,378.65,338.18,229.78,369.86,663.4,370.13,0.0,670.64,451.37,0.0,219.7
May,402.16,448.09,0.0,383.2,451.07,0.0,636.07,636.15,0.0,635.51,598.63,0.0,526.6
Jun,707.78,619.41,0.0,643.02,608.19,0.0,547.2,497.21,0.0,548.89,622.89,0.0,497.4
Jul,476.09,553.28,0.0,520.57,540.95,0.0,486.6,553.68,0.0,485.79,718.95,0.0,243.0
Aug,515.18,502.35,0.0,519.98,479.21,0.0,397.56,668.9,0.0,393.21,958.55,0.0,338.6
Sep,314.7,348.79,0.0,321.69,365.7,0.0,432.94,1494.12,0.0,456.84,2367.04,0.0,167.2
Oct,146.49,226.67,285.79,155.46,203.37,284.37,151.95,675.86,428.83,167.44,711.79,407.55,53.0
Nov,12.54,48.39,1.13,16.7,44.2,13.96,0.55,10.06,7.82,0.53,10.14,9.63,0.0
Dec,13.16,8.13,0.0,20.59,7.11,44.43,0.0,9.75,5.26,0.0,58.8,18.54,30.7
