Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.1,3.3,0.0,0.1,5.07,0.0,0.93,4.4,0.0,1.65,3.22,7.42,0.0
Feb,0.33,2.97,0.81,1.06,3.18,0.0,1.43,1.37,11.54,3.53,1.52,1.3,6.3
Mar,4.93,5.87,0.0,10.21,8.04,0.0,12.03,14.86,6.72,10.77,16.81,4.41,0.0
Apr,18.45,16.49,0.0,14.91,16.89,0.0,1.58,8.7,6.25,11.16,10.71,5.79,11.5
May,22.44,28.93,1.1,13.16,23.88,18.76,29.89,26.12,0.0,28.58,19.72,21.3,8.2
Jun,187.39,91.37,218.84,116.37,88.8,213.63,70.21,154.93,194.56,0.0,129.24,202.42,214.9
Jul,88.65,129.63,43.67,97.74,129.05,60.86,305.89,179.06,79.38,310.37,203.34,96.11,93.4
Aug,156.79,126.02,191.52,146.48,129.76,182.72,157.44,134.93,160.46,115.93,234.36,146.39,130.9
Sep,174.59,182.53,189.53,172.51,181.6,190.28,115.03,166.94,186.02,113.81,130.83,186.96,40.1
Oct,65.81,96.44,111.31,67.11,84.75,114.87,100.56,193.48,126.13,116.93,206.74,98.31,49.6
Nov,25.74,25.77,0.0,30.77,27.23,8.03,14.86,0.0,25.44,14.88,1.17,27.58,17.3
Dec,2.49,5.2,0.0,2.42,4.81,12.25,0.0,2.76,8.04,0.0,2.26,7.6,0.0
