Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,13.26,17.48,18.55,14.75,0.0,8.43,23.31,0.0,15.83,0.0
Feb,5.4,13.93,13.65,1.11,0.0,0.0,2.78,0.0,0.32,1.6
Mar,14.47,22.18,15.16,0.0,0.0,0.0,2.51,0.0,0.0,0.2
Apr,37.81,53.42,28.09,18.33,43.15,27.21,39.08,53.33,7.09,36.6
May,59.5,63.44,11.64,156.32,72.74,14.35,0.0,56.97,52.66,64.3
Jun,212.73,243.84,96.29,124.8,178.25,130.23,147.59,208.41,151.74,129.9
Jul,364.53,373.93,124.4,142.7,366.74,309.0,354.47,384.13,318.05,201.1
Aug,317.84,354.12,87.11,397.82,269.41,233.38,271.7,254.24,239.7,151.2
Sep,298.79,301.28,71.35,244.5,224.24,219.25,244.16,157.15,217.25,100.9
Oct,0.0,135.16,39.19,44.45,0.0,94.91,20.99,21.24,100.93,121.4
Nov,2.44,7.21,14.94,8.51,2.94,2.68,4.64,3.67,9.24,0.0
Dec,9.84,6.82,0.0,4.68,4.73,0.0,0.0,37.74,0.0,14.6
