Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,10.78,13.55,0.0,9.09,13.29,0.0,9.34,9.48,18.08,4.75,3.67,10.14,0.0
Feb,33.8,30.28,0.12,33.29,25.73,21.4,28.54,32.55,18.46,27.41,33.38,14.36,0.1
Mar,21.36,30.82,6.03,21.31,30.33,14.09,13.02,10.72,25.35,9.72,6.12,10.73,9.1
Apr,39.8,41.52,13.32,36.13,41.84,24.48,83.31,60.18,19.65,80.74,58.79,39.21,149.6
May,74.14,78.68,52.82,71.67,84.08,61.36,83.74,100.65,69.15,88.08,95.5,69.87,76.5
Jun,227.32,222.16,182.6,237.41,232.15,185.89,194.05,189.68,168.82,187.0,199.8,177.2,235.0
Jul,418.6,331.01,0.0,271.85,371.69,0.0,276.94,154.25,213.56,310.34,150.01,98.77,328.9
Aug,314.4,346.4,0.0,335.38,288.6,0.0,330.45,439.92,9.89,328.74,453.3,0.0,315.4
Sep,236.7,233.71,160.43,236.45,229.34,164.18,178.81,210.38,158.5,194.44,165.94,166.18,151.0
Oct,75.68,96.51,171.23,78.25,115.68,149.93,0.0,151.37,76.17,0.0,18.57,77.63,27.6
Nov,3.61,9.66,1.34,2.83,11.02,24.76,35.65,3.18,0.0,38.33,0.95,15.22,0.5
Dec,0.49,3.23,0.0,0.48,3.95,0.0,3.02,4.96,4.3,3.29,1.74,7.93,40.6
