Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,6.48,11.46,0.0,6.13,11.41,0.43,10000,10000.0,10000.0,10000,10000.0,10000.0,
Feb,21.51,27.23,1.47,23.08,25.56,0.17,10000,10000.0,10000.0,10000,10000.0,10000.0,
Mar,74.85,79.54,3.77,74.65,81.04,34.11,10000,0.0,29.78,10000,0.0,20.0,
Apr,104.09,154.18,49.14,115.98,176.77,65.39,10000,92.13,64.75,10000,92.13,67.73,
May,104.73,297.77,0.0,189.38,290.82,0.0,10000,10000.0,10000.0,10000,10000.0,10000.0,
Jun,561.57,556.48,0.0,527.49,461.87,0.0,10000,10000.0,10000.0,10000,10000.0,10000.0,
Jul,510.71,514.87,507920349396992.0,517.55,549.07,0.0,10000,10000.0,10000.0,10000,10000.0,10000.0,257.8
Aug,0.0,378.39,0.0,198.23,375.54,0.0,10000,35.52,30.43,10000,35.52,26.89,322.7
Sep,292.4,290.52,0.0,255.94,287.97,0.0,10000,10000.0,10000.0,10000,10000.0,10000.0,120.8
Oct,180.06,196.72,122.05,174.76,194.4,127.94,10000,10000.0,10000.0,10000,10000.0,10000.0,80.0
Nov,19.86,51.63,0.0,19.35,41.51,0.0,10000,10000.0,10000.0,10000,10000.0,10000.0,0.0
Dec,5.34,10.39,0.01,5.63,12.45,0.0,10000,10000.0,10000.0,10000,10000.0,10000.0,18.0
