Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.2,5.16,0.0,0.28,0.0,0.0,0.02,0.63,9.79,0.0
Feb,1.94,6.44,14.68,0.1,2.79,8.64,0.0,2.52,6.65,12.3
Mar,3.84,8.07,3.84,1.6,3.63,10.12,0.0,4.62,18.7,5.3
Apr,9.4,11.94,1.37,1.72,7.91,2.75,3.44,14.31,0.0,16.0
May,4.26,1.24,21.83,0.0,12.32,5.48,10.03,12.23,16.5,16.6
Jun,120.61,138.53,46.25,120.45,135.81,81.61,141.88,137.13,99.85,269.9
Jul,201.44,200.36,81.55,60.17,153.18,180.96,136.33,188.19,185.17,179.1
Aug,257.12,222.37,72.15,114.78,176.88,156.85,175.92,164.65,161.13,341.5
Sep,166.73,204.56,64.4,104.61,82.72,122.42,99.4,129.97,130.3,42.6
Oct,73.86,53.16,27.51,75.72,44.47,61.83,14.41,41.02,62.9,0.0
Nov,13.71,24.13,0.0,0.0,32.9,31.8,0.0,34.62,18.5,3.8
Dec,0.25,4.02,0.0,0.0,1.43,18.16,0.0,1.58,0.0,0.1
