Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,29.08,0.0,0.66,30.48,42.83,9.9,0.0,14.68,3.64,22.7
Feb,62.06,40.28,2.32,2.8,39.96,18.12,11.89,48.11,20.15,13.6
Mar,37.64,63.41,4.38,80.37,104.86,17.74,92.33,101.38,16.95,27.5
Apr,106.85,64.74,12.64,138.14,75.94,15.12,54.69,76.1,8.17,87.7
May,0.0,155.01,8.02,62.18,126.84,29.56,48.89,110.81,26.76,91.4
Jun,275.39,228.19,28.14,48.65,54.72,147.99,134.26,133.61,157.22,302.5
Jul,385.19,540.42,67.24,412.42,480.16,337.18,425.84,346.42,339.98,398.2
Aug,446.5,446.81,35.68,352.2,416.25,292.87,367.92,451.05,301.22,496.6
Sep,94.78,155.76,12.34,315.63,202.62,104.55,181.46,260.84,115.42,172.7
Oct,15.26,18.04,2.44,0.0,0.0,10.65,0.0,0.0,5.66,5.0
Nov,0.1,13.47,0.0,1.56,0.0,0.0,1.0,0.0,8.5,14.5
Dec,0.0,18.33,3.19,0.0,11.41,5.68,0.0,11.49,8.61,0.0
