Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,4.42,9.99,0.96,7.56,10.32,0.0,2.16,5.17,0.0,2.52,17.6,0.0,0.0
Feb,7.51,15.01,0.0,6.31,13.98,7.98,20.81,18.38,0.0,20.59,22.58,6.7,0.0
Mar,3.65,15.28,0.16,10.98,15.86,0.46,0.0,0.0,9.49,0.0,24.89,0.0,56.2
Apr,41.26,24.21,0.0,64.56,21.84,45.86,124.15,1.53,46.1,132.41,21.22,43.86,96.8
May,63.0,85.17,90.62,63.26,87.85,91.98,65.74,81.33,122.6,73.87,77.51,122.09,211.2
Jun,212.36,231.43,64.79,203.66,196.17,72.61,349.45,311.64,126.4,335.06,319.22,132.24,89.2
Jul,319.88,324.31,0.0,314.64,334.56,0.0,323.05,415.04,0.0,318.52,413.02,0.0,283.2
Aug,173.39,298.39,0.0,324.82,206.85,0.0,228.54,232.14,274.8,205.96,66.85,288.6,399.0
Sep,275.96,251.49,147.99,266.04,238.29,151.1,260.52,256.61,164.17,266.22,93.64,166.58,109.0
Oct,68.6,95.16,72.16,68.88,88.98,74.93,259.59,0.0,58.18,239.53,0.0,61.16,68.6
Nov,3.0,8.87,0.6,2.13,8.55,0.0,0.0,0.0,0.0,0.0,0.0,4.77,
Dec,0.24,2.79,0.0,0.54,3.09,2.64,0.0,0.0,3.71,0.0,0.0,0.0,
