Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,19.29,17.54,15.39,21.3,14.04,24.36,26.25,24.06,7.71,0.0
Feb,7.9,10.86,0.0,8.63,16.81,25.67,3.7,17.7,22.76,18.7
Mar,1.43,2.36,0.0,0.0,6.56,0.0,0.0,5.07,7.61,0.3
Apr,3.36,4.36,0.0,35.58,17.42,6.85,3.56,16.73,0.54,7.3
May,8.23,10.1,1.4,23.6,20.22,0.0,21.25,21.99,24.63,6.4
Jun,35.2,46.51,31.46,23.48,69.8,35.91,31.68,69.76,56.98,63.9
Jul,161.31,170.35,108.67,312.91,270.25,193.18,268.07,270.25,220.18,482.2
Aug,325.74,293.93,95.34,279.5,222.04,202.13,247.7,219.86,200.92,345.6
Sep,222.49,223.35,51.83,248.51,170.65,152.54,198.31,202.8,156.97,105.7
Oct,41.23,50.55,17.78,13.2,12.71,11.28,10.44,45.2,24.52,1.6
Nov,3.14,4.27,0.0,0.0,4.02,22.4,0.0,4.57,13.3,2.4
Dec,6.85,8.53,2.12,0.1,1.95,0.0,2.12,8.17,15.07,0.0
