Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.0,5.83,0.0,0.0,0.0,0.0,1.12,0.0,0.62,0.0
Feb,0.41,1.92,0.0,0.98,0.0,0.0,0.0,0.22,9.97,0.0
Mar,0.74,4.02,0.0,6.31,0.83,11.34,0.11,3.26,11.16,0.1
Apr,0.7,2.12,0.0,0.0,10.4,0.33,0.63,11.66,3.94,3.4
May,5.92,7.73,0.0,0.0,0.0,2.86,0.0,0.0,17.37,0.6
Jun,158.96,145.68,36.93,130.62,102.14,69.25,113.05,99.83,87.5,176.6
Jul,360.01,351.18,88.75,270.1,361.62,333.67,331.72,421.24,347.32,257.6
Aug,194.04,266.45,45.92,133.1,241.85,239.41,251.91,231.1,240.19,227.5
Sep,233.02,319.59,37.28,180.29,180.43,167.03,188.5,116.02,172.93,142.7
Oct,39.63,40.57,21.94,3.1,4.76,11.61,0.0,3.81,15.21,3.4
Nov,1.15,19.09,19.46,0.0,6.2,14.68,0.04,2.67,3.72,0.0
Dec,26.67,6.74,0.0,2.7,6.74,7.03,7.92,11.65,19.47,0.0
