Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,7.24,13.62,4.94,7.97,9.76,14.65,0.0,5.01,1.37,0.0,2.22,10.69,0.0
Feb,8.24,12.27,0.33,10.03,12.2,18.57,5.21,4.65,11.91,4.74,2.43,0.0,0.0
Mar,4.89,7.38,0.04,4.52,6.53,0.0,1.73,15.77,0.0,10.54,23.64,21.16,0.0
Apr,3.51,5.9,0.0,3.07,10.38,0.0,6.71,8.29,0.0,10.19,23.68,0.6,1.4
May,0.0,15.72,0.0,7.31,17.27,27.57,4.89,23.28,0.0,7.78,23.37,22.32,0.0
Jun,87.62,92.78,35.24,88.4,91.8,60.27,45.99,76.33,20.73,46.21,69.34,51.52,1.0
Jul,316.56,309.91,0.0,326.13,269.61,0.0,243.73,34.86,277.61,249.2,0.0,267.64,359.6
Aug,188.28,265.5,124.49,201.5,246.57,138.13,165.87,177.84,119.43,168.16,126.38,130.34,341.0
Sep,183.93,185.15,116.06,185.94,190.73,115.16,119.6,154.52,109.44,120.53,158.34,122.7,204.0
Oct,32.19,38.03,0.0,33.55,47.9,19.39,57.88,91.41,27.23,59.27,77.34,53.86,0.0
Nov,0.1,5.48,0.83,0.42,7.17,0.0,0.33,0.59,9.76,0.12,0.48,0.87,0.0
Dec,0.71,4.14,0.0,0.51,3.46,7.86,1.24,12.43,5.46,2.35,2.13,7.57,0.0
