Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,4.18,11.24,12.52,0.62,5.5,4.15,0.0,0.0,7.54,9.9
Feb,8.24,9.85,17.64,0.0,6.64,14.23,6.71,2.99,0.0,8.4
Mar,18.73,0.66,8.2,0.0,6.95,16.59,0.0,10.88,12.13,3.1
Apr,0.85,3.44,0.0,0.0,20.91,0.0,4.05,21.8,20.27,22.1
May,5.27,8.46,0.0,6.48,9.91,0.0,3.79,12.21,4.97,15.3
Jun,22.87,32.36,27.26,146.29,93.78,10.21,140.35,92.77,38.6,87.1
Jul,82.25,105.11,44.28,80.07,148.17,86.68,67.53,120.1,96.41,139.6
Aug,72.34,92.04,34.61,0.0,100.45,78.5,41.21,114.23,88.53,3.2
Sep,63.16,73.24,30.22,63.04,79.97,63.44,64.46,91.68,71.38,53.2
Oct,3.39,10.25,0.0,0.53,15.75,7.26,2.06,53.51,14.58,0.0
Nov,0.46,2.97,0.0,2.06,8.06,18.37,0.0,19.2,8.52,0.0
Dec,4.48,7.57,15.59,2.62,5.86,10.74,11.17,17.49,8.95,0.0
