Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.96,7.43,0.96,6.36,8.32,5.25,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Feb,9.22,19.84,0.97,12.13,20.36,0.0,0.0,0.0,31.58,1.94,0.0,16.85,0.5
Mar,21.66,43.64,45.57,6.77,43.92,39.63,8.53,0.0,30.31,7.3,0.0,91.74,2.0
Apr,122.11,122.95,174.65,137.38,125.64,161.61,41.21,48.79,67.02,38.69,0.0,70.24,3.5
May,262.54,274.37,0.0,271.94,271.41,58.11,335.57,233.53,122.96,286.6,434.36,137.59,227.6
Jun,657.59,521.36,0.0,604.63,502.75,0.0,450.3,156.65,0.0,364.44,73.55,0.0,322.0
Jul,442.57,674.55,0.0,596.1,676.32,0.0,287.2,1204.63,0.0,304.93,1027.87,0.0,727.0
Aug,547.81,563.7,0.0,654.16,579.06,0.0,403.54,1459.13,0.0,381.28,1646.18,0.0,930.5
Sep,292.49,374.62,0.0,313.41,373.5,0.0,616.98,548.88,0.0,637.49,649.28,0.0,312.0
Oct,188.22,203.76,158.05,191.45,203.47,165.93,79.36,0.0,168.09,86.02,0.0,173.36,290.5
Nov,27.14,55.44,3.07,26.15,42.02,24.64,33.21,44.19,26.42,32.57,50.38,18.64,4.0
Dec,5.3,9.7,1.65,2.23,13.23,1.68,0.0,0.0,1.85,0.0,5.39,7.95,2.0
