Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,49.72,39.34,12.6,120.67,53.29,19.03,101.71,39.25,29.07,54.3
Feb,57.21,80.77,23.27,227.36,141.73,79.64,180.18,185.47,79.58,67.0
Mar,59.46,59.87,3.76,34.6,101.38,44.84,41.05,82.03,20.81,146.8
Apr,26.08,21.43,22.31,49.43,18.15,0.0,48.52,6.99,0.0,35.6
May,17.65,36.19,32.74,56.66,37.08,6.2,53.89,35.26,14.64,41.9
Jun,82.46,160.77,22.49,10.05,121.9,57.77,10.74,0.0,90.75,146.1
Jul,204.74,232.39,81.11,323.36,235.11,223.08,215.11,230.08,232.11,223.7
Aug,291.45,236.87,43.94,151.45,225.04,222.06,207.22,203.16,222.57,176.2
Sep,106.63,24.03,40.84,166.38,0.0,139.76,56.32,14.57,138.13,16.5
Oct,18.1,0.0,13.92,148.57,43.61,46.92,9.73,0.0,38.5,5.2
Nov,0.0,17.22,0.11,0.0,47.75,11.82,3.79,60.74,41.41,2.3
Dec,0.0,21.28,8.39,16.49,22.94,28.18,68.37,22.9,10.92,7.2
