Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,27.59,37.15,4.58,75.63,38.02,18.4,92.15,37.65,35.94,65.03,33.4,22.42,17.3
Feb,39.91,45.17,5.34,19.22,0.0,11.8,20.04,29.32,3.62,17.8,5.56,25.07,23.3
Mar,28.93,41.19,26.86,88.43,60.83,38.47,85.49,49.05,49.28,86.25,49.99,52.23,38.1
Apr,30.92,34.73,37.73,18.05,9.32,59.53,42.56,44.88,60.69,43.44,0.0,62.36,91.2
May,10.94,61.76,72.01,101.09,107.25,106.43,100.44,110.33,113.86,101.71,114.84,115.95,95.5
Jun,139.74,163.61,131.99,277.24,186.07,141.67,247.05,166.84,145.73,244.16,223.91,155.63,231.5
Jul,326.34,313.87,0.0,430.18,461.35,0.0,440.25,480.91,0.0,424.07,471.32,0.0,568.4
Aug,272.5,261.89,0.0,369.44,329.94,0.0,351.23,329.51,0.0,372.24,360.58,0.0,523.2
Sep,140.68,177.08,95.37,138.91,128.85,109.79,136.32,211.92,147.33,139.54,165.21,132.06,226.0
Oct,24.08,44.6,8.97,41.55,61.25,21.1,85.46,65.38,30.77,69.78,58.59,40.26,5.6
Nov,1.56,6.84,0.0,0.42,2.89,0.0,0.51,2.93,11.87,0.52,3.13,5.76,21.1
Dec,6.81,15.9,0.0,0.15,7.67,4.48,5.22,14.63,8.3,6.76,0.0,13.55,6.2
