Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,2.58,17.32,6.26,1.5,0.0,4.62,4.67,4.3,9.88,0.0
Feb,9.69,19.76,8.57,13.33,17.8,8.25,18.75,21.31,11.34,21.4
Mar,19.15,22.03,13.33,0.0,11.62,5.24,13.24,22.47,6.5,0.3
Apr,9.85,15.01,23.59,2.72,15.32,5.83,16.08,19.66,17.18,2.9
May,14.85,15.39,16.28,16.1,14.85,2.63,9.94,15.13,0.79,3.6
Jun,173.45,210.43,73.45,110.01,141.88,93.67,108.52,138.88,105.43,125.4
Jul,368.68,441.4,103.82,254.45,354.05,363.13,367.44,373.64,367.01,385.9
Aug,330.76,379.89,77.18,205.35,261.17,257.18,265.64,361.03,259.58,202.6
Sep,151.27,332.21,75.18,155.42,153.57,147.55,148.68,294.15,144.05,64.0
Oct,40.88,55.2,33.51,47.77,51.08,36.68,53.64,27.1,30.17,0.0
Nov,2.99,18.16,2.82,25.19,8.66,16.03,21.89,11.27,13.4,2.7
Dec,27.09,10.23,16.59,2.19,4.44,20.47,5.56,0.0,0.0,3.2
