Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,6.15,53.14,16.24,42.68,0.0,40.16,0.0,18.08,32.24,3.6
Feb,48.34,58.7,0.0,81.95,66.56,39.14,55.44,57.22,63.29,71.7
Mar,25.29,38.71,0.0,76.74,0.0,29.02,87.69,0.0,51.57,51.1
Apr,105.86,32.74,0.0,56.11,49.49,3.99,86.65,52.88,32.06,78.1
May,32.05,37.53,28.65,41.65,28.44,18.92,31.2,30.82,19.08,48.9
Jun,71.12,32.93,14.13,123.45,94.21,22.18,107.35,113.91,49.51,154.3
Jul,269.2,147.57,87.59,247.11,203.84,137.57,233.24,221.45,155.74,165.4
Aug,87.69,163.98,52.29,221.0,242.48,198.95,278.63,255.51,204.0,275.0
Sep,81.02,109.69,25.24,131.99,126.67,90.97,98.62,145.48,98.85,279.8
Oct,10.61,9.58,21.55,0.1,14.27,7.82,0.0,30.36,19.76,19.9
Nov,12.58,11.47,0.0,28.0,33.31,9.07,26.26,33.19,28.36,54.8
Dec,43.26,18.4,0.55,64.2,38.48,20.35,75.54,43.99,17.53,13.1
