Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,6.78,12.42,0.05,10.57,13.46,13.99,0.65,1.56,0.0,0.02,0.26,4.19,0.0
Feb,5.52,11.57,0.0,2.78,9.49,14.65,0.0,1.71,6.47,0.0,0.0,1.0,0.0
Mar,9.6,12.65,0.0,44.53,15.45,17.93,34.27,0.0,0.0,36.93,15.2,39.06,0.0
Apr,18.65,14.95,0.0,19.57,15.82,11.3,52.1,83.77,0.0,52.53,91.39,18.53,6.1
May,48.55,59.15,45.48,49.63,69.04,67.93,136.17,108.13,99.26,138.96,107.44,117.6,22.7
Jun,153.12,157.25,97.06,147.6,176.13,106.42,104.39,86.76,99.8,121.84,84.15,102.53,117.2
Jul,236.28,317.25,1058.91,256.06,329.52,0.0,227.94,286.12,465.9,212.02,319.82,449.82,141.3
Aug,246.24,266.96,284.0,271.38,229.24,284.38,141.72,123.34,210.69,135.98,114.76,218.57,271.6
Sep,207.24,240.6,68.33,215.61,258.87,73.32,221.03,281.04,121.89,220.17,208.36,150.63,73.2
Oct,75.8,73.34,18.66,75.32,74.05,31.61,61.94,45.72,31.05,63.43,40.92,45.25,35.1
Nov,0.95,7.3,0.39,0.86,7.8,11.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dec,0.1,2.0,0.0,0.12,1.69,8.37,0.0,0.0,2.67,0.0,0.0,0.0,2.1
