Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,11.44,22.36,6.98,0.0,12.98,6.28,4.14,21.42,5.23,0.1
Feb,5.04,41.34,9.48,10.41,0.0,0.0,10.7,0.0,8.17,28.4
Mar,45.81,0.0,10.18,21.58,0.0,13.86,2.39,0.0,14.55,26.3
Apr,0.0,0.0,45.04,0.0,26.43,26.76,6.6,14.31,13.19,62.7
May,65.43,20.86,58.95,84.81,99.51,44.97,94.36,100.25,74.08,149.0
Jun,7.47,41.44,59.05,8.66,8.78,14.15,10.86,8.58,7.34,8.0
Jul,59.74,57.59,34.78,40.83,34.88,7.75,33.42,36.72,20.48,52.5
Aug,203.46,66.15,32.64,30.12,71.54,49.26,47.4,87.5,50.08,58.5
Sep,23.46,45.82,32.8,0.0,69.92,47.26,87.58,69.29,56.91,108.4
Oct,104.89,157.65,61.99,124.41,113.27,86.15,97.98,99.1,100.95,182.7
Nov,162.36,182.01,36.08,57.83,72.14,109.86,63.93,44.61,118.97,75.2
Dec,56.58,67.89,9.01,58.0,90.29,50.55,57.59,87.36,49.49,7.5
