Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,11.84,13.94,0.0,19.24,14.84,0.0,80.94,27.34,0.0,23.2,23.19,15.33,8.0
Feb,11.49,12.98,0.0,19.28,8.46,15.28,0.0,0.0,14.9,0.0,0.0,19.83,8.6
Mar,8.58,11.38,0.0,12.71,11.51,12.49,38.51,0.0,15.84,17.21,0.0,6.07,0.0
Apr,2.63,6.06,1.01,1.39,5.21,6.05,0.15,4.13,9.56,0.73,0.34,0.0,4.0
May,13.0,12.17,7.12,9.05,11.56,11.02,0.0,8.3,8.69,0.0,7.27,12.21,17.5
Jun,18.95,40.49,43.21,18.0,45.9,50.82,24.53,0.0,46.91,26.54,0.0,38.88,17.9
Jul,162.9,145.11,54.69,164.1,143.53,75.92,49.13,104.95,67.74,50.88,58.76,61.79,150.7
Aug,171.34,154.06,55.24,159.32,145.72,63.97,139.73,92.69,72.1,139.47,98.9,89.27,92.4
Sep,84.72,79.9,53.25,85.14,81.84,65.63,0.0,68.83,59.76,0.0,15.98,60.44,156.4
Oct,0.77,5.48,0.0,0.75,4.58,8.61,4.44,0.59,7.96,4.47,0.0,8.02,0.0
Nov,0.1,4.97,0.68,0.11,5.3,0.0,2.98,1.85,6.66,3.58,0.0,0.35,0.8
Dec,5.18,4.91,1.21,4.46,4.58,14.48,3.9,0.72,0.0,2.36,0.24,1.76,0.0
