Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,43.49,50.41,0.0,41.81,42.5,56.95,37.13,121.8,85.74,35.6,121.51,58.05,77.9
Feb,5.33,12.59,3.53,10.61,10.91,0.0,0.32,0.0,2.35,0.0,0.0,2.32,0.9
Mar,13.65,26.34,0.0,12.67,25.5,16.76,0.0,16.04,10.12,0.0,15.46,8.41,1.3
Apr,10.78,31.12,0.65,7.12,23.5,22.84,0.0,30.73,14.37,0.05,48.72,19.83,12.7
May,43.27,57.26,1.06,39.66,70.02,10.61,0.0,72.64,36.74,3.01,83.51,38.39,5.7
Jun,39.12,37.21,17.9,48.83,39.52,8.11,11.39,38.25,43.53,13.64,41.5,41.99,31.0
Jul,37.33,49.09,15.25,37.42,49.73,23.4,31.68,42.08,36.58,35.0,47.41,38.53,15.8
Aug,97.58,87.7,91.83,93.56,85.06,94.59,127.55,96.42,104.4,132.05,13.67,107.74,92.1
Sep,89.53,98.88,71.32,91.59,89.48,71.11,0.0,89.63,90.48,39.11,85.04,91.1,25.9
Oct,203.33,196.83,179.3,186.69,185.32,180.51,116.64,289.0,193.43,120.86,336.53,197.04,270.1
Nov,556.73,341.95,540.19,430.53,342.15,506.38,160.35,314.33,0.0,157.8,386.16,0.0,475.2
Dec,106.86,159.67,106.52,107.39,163.76,117.71,217.13,162.04,80.23,228.0,157.74,179.06,71.3
