Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,6.04,9.47,0.0,5.34,9.13,4.72,0.0,1.21,3.34,0.0,3.63,12.13,1.7
Feb,9.58,11.78,0.23,15.91,10.29,11.28,2.09,0.1,0.0,2.23,0.6,5.76,0.0
Mar,5.36,8.27,1.14,4.88,7.71,0.0,0.75,0.0,0.26,2.64,0.0,8.76,0.3
Apr,1.16,5.15,0.62,1.71,5.43,6.65,8.1,6.15,5.2,5.87,5.99,11.79,8.8
May,10.59,11.98,0.59,8.79,10.61,0.52,12.08,10.95,4.76,10.75,10.37,2.84,16.9
Jun,35.73,33.49,27.15,27.13,56.71,111.84,5.79,0.0,46.18,5.76,0.0,37.88,94.9
Jul,110.3,153.23,96.1,116.49,144.35,108.73,163.55,138.12,112.99,169.74,139.57,116.26,128.7
Aug,123.91,155.31,36.46,132.66,161.75,42.33,216.24,158.54,60.86,201.89,130.52,74.18,68.9
Sep,46.13,78.94,23.83,48.69,83.29,27.07,36.88,40.62,39.21,36.98,12.45,31.12,155.3
Oct,0.51,5.22,0.0,0.1,2.31,0.0,0.0,0.0,0.0,0.69,0.0,4.9,0.0
Nov,0.14,3.62,0.0,0.14,3.56,6.92,0.29,0.0,0.0,0.22,0.0,0.36,1.4
Dec,1.06,4.05,1.28,1.39,3.58,0.0,0.09,0.06,0.0,0.38,0.14,0.0,0.2
