Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,12.41,13.84,0.31,9.35,15.71,7.62,0.38,13.28,14.74,1.77,0.0,4.21,0.0
Feb,4.28,17.09,0.43,8.02,14.58,2.32,0.0,16.35,0.0,0.0,15.22,9.3,0.6
Mar,10.58,9.11,2.54,9.15,9.2,11.69,33.04,21.16,0.0,23.17,21.18,1.08,0.0
Apr,2.49,6.14,7.07,2.04,6.05,0.0,14.04,0.0,0.0,0.52,0.0,12.26,0.8
May,7.71,24.53,32.35,8.62,24.44,0.0,0.0,34.55,32.38,2.16,36.41,42.45,32.0
Jun,106.46,122.15,62.9,100.06,107.13,85.31,63.01,97.6,68.3,58.33,76.09,73.47,29.3
Jul,305.26,303.68,300.02,280.53,271.78,51.78,223.37,271.0,394.46,215.47,391.03,393.02,182.2
Aug,289.06,276.39,204.32,269.96,274.81,208.16,149.76,200.46,208.49,145.42,211.12,207.86,181.3
Sep,179.03,191.33,65.62,167.39,195.03,63.7,246.87,198.53,109.13,248.45,127.24,113.29,59.2
Oct,24.24,56.99,0.0,39.47,52.57,3.85,27.99,24.76,16.23,29.03,35.68,30.87,0.0
Nov,0.1,6.36,0.0,0.11,6.55,3.93,0.0,0.25,0.0,0.0,0.17,6.24,1.0
Dec,0.13,1.83,0.24,0.18,1.88,5.14,0.05,0.01,3.9,0.05,0.0,0.0,0.0
