Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,18.01,18.94,12.81,50.09,7.25,10.58,2.75,10.28,5.26,0.0
Feb,4.63,11.08,0.0,2.21,13.0,11.37,3.88,0.0,0.0,0.0
Mar,0.0,0.0,3.49,0.0,0.01,9.7,0.0,0.25,5.21,0.0
Apr,0.36,2.07,0.0,26.86,25.74,0.0,14.95,20.13,0.0,0.0
May,4.38,3.82,6.17,5.22,42.05,0.0,0.0,50.17,6.59,0.0
Jun,31.37,39.56,63.36,19.7,40.39,1.22,18.0,46.13,34.44,15.0
Jul,177.85,146.67,92.51,198.21,158.79,174.06,197.23,220.54,189.65,129.3
Aug,233.87,233.99,112.54,131.64,179.15,163.88,124.36,230.11,180.25,174.1
Sep,82.51,132.54,69.49,106.79,58.55,49.92,48.95,50.31,51.59,141.6
Oct,24.13,34.41,34.69,12.9,12.76,24.67,10.02,16.04,41.26,0.0
Nov,4.19,13.59,19.27,0.1,10.64,1.52,0.0,7.91,26.5,0.0
Dec,2.91,3.27,14.12,1.4,0.31,0.0,2.05,1.63,0.0,0.0
