Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,39.77,21.62,0.0,69.7,28.73,7.48,0.0,0.0,65.95,0.1,0.0,134.12,14.1
Feb,26.74,29.42,0.01,17.02,49.33,1.48,40.93,47.15,21.96,43.55,6.88,28.64,40.8
Mar,13.4,31.72,0.0,4.93,53.41,13.37,40.48,45.76,31.35,46.98,76.66,42.03,11.6
Apr,46.51,20.84,34.2,37.62,26.81,24.83,59.97,30.88,17.72,60.69,15.83,19.34,55.3
May,16.05,30.88,60.06,42.29,42.94,6.09,54.07,40.63,45.75,52.2,29.43,48.53,46.7
Jun,54.86,83.6,119.9,77.8,141.95,108.03,112.49,125.87,128.46,111.42,154.69,129.57,130.8
Jul,215.91,219.11,175.41,222.74,294.62,175.87,344.76,289.1,167.85,351.21,352.07,0.0,326.9
Aug,158.63,201.89,264.64,205.79,242.38,258.07,219.59,237.72,251.32,189.51,273.69,265.14,360.1
Sep,106.57,122.35,97.16,115.59,130.3,96.86,27.9,132.28,104.94,60.29,136.32,104.4,292.8
Oct,3.51,10.41,0.8,26.79,33.61,1.88,27.91,20.79,19.56,28.0,16.96,8.56,2.6
Nov,1.23,6.54,1.23,16.99,21.76,0.0,15.13,10.77,3.35,15.83,0.0,0.0,32.2
Dec,6.0,14.56,0.0,3.9,31.15,1.02,0.0,28.86,9.42,0.0,27.31,24.75,13.7
