Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,10.99,11.07,55.45,0.0,9.99,9.32,7.81,9.28,12.28,7.75,132.01,0.18,0.0
Feb,0.1,2.88,0.0,0.28,3.03,1.71,0.0,9.33,12.2,0.0,9.33,6.15,1.9
Mar,3.55,13.02,2.89,1.67,17.67,14.8,0.0,0.0,27.22,0.0,0.0,12.5,57.2
Apr,34.76,52.02,60.45,47.79,74.9,62.19,100.06,78.16,71.39,63.93,78.08,70.6,83.4
May,148.35,136.11,133.67,153.49,127.89,136.33,152.9,119.69,174.78,162.32,124.81,174.49,319.6
Jun,430.72,453.27,0.0,433.98,519.32,0.0,540.0,308.35,0.0,381.77,321.03,0.0,909.6
Jul,595.24,563.7,0.0,564.39,635.13,0.0,483.75,812.42,0.0,492.15,906.9,0.0,1190.1
Aug,392.33,410.97,0.0,388.28,452.04,0.0,491.26,296.64,0.0,482.94,419.24,0.0,1217.5
Sep,256.91,197.71,294.02,229.31,227.56,295.17,230.4,224.8,295.77,240.29,233.88,297.46,138.6
Oct,126.96,147.32,80.7,136.31,150.5,90.35,123.7,170.62,98.26,124.81,182.44,106.08,174.8
Nov,78.08,74.7,8.22,76.5,87.72,17.89,171.21,101.1,36.94,61.24,77.47,57.2,13.9
Dec,14.08,22.33,16.94,13.7,21.49,0.0,19.97,25.9,20.87,24.34,30.48,18.58,8.2
